GARE;CODE_DEP;CODE_INSEE;CODE_UIC;CODE_POSTAL;LONG;LAT; NB_VOY_2022 ; NB_VOY_2021 ; NB_VOY_2020 ; NB_VOY_2019 ; NB_VOY_2018 ; NB_VOY_2017 ; NB_VOY_2016 ; NB_VOY_2015 ;POP_2023;POP_2019;POP_2013;NB_FOYER_2020;NB_FOYER_2020_REV_0_10000;NB_FOYER_2020_REV_10000_12000;NB_FOYER_2020_REV_12001_15000;NB_FOYER_2020_REV_15001_20000;NB_FOYER_2020_REV_20001_30000;NB_FOYER_2020_REV_30001_50000;NB_FOYER_2020_REV_50001_100000;NB_FOYER_2020_REV_PLUS_100001;REV_MED_2020;PIMP_2020;TP_2020;LOG_2019;RP_2019;RS_2019;LOGVAC_2019;EMPLT_2019;EMPLT_2013;POP_1564_2019;CHOMEUR_1564_2019;POP_ACT_1564_2019;SUPERF;NB_TRANS_2017;NB_TRANS_2018;NB_TRANS_2019;NB_TRANS_2020;NB_TRANS_2021;NB_TRANS_2022;PXMED_2017;PXMED_2018;PXMED_2019;PXMED_2020;PXMED_2021;PXMED_2022;DepT TN_2017;DepT TN_2018;DepT TN_2019;DepT TN_2020;DepT TN_2021;DepT TN_2022;DepT TGV_2017;DepT TGV_2018;DepT TGV_2019;DepT TGV_2020;DepT TGV_2021;DepT TGV_2022;DepT TER_2017;DepT TER_2018;DepT TER_2019;DepT TER_2020;DepT TER_2021;DepT TER_2022;DepT INTERCITES_2017;DepT INTERCITES_2018;DepT INTERCITES_2019;DepT INTERCITES_2020;DepT INTERCITES_2021;DepT INTERCITES_2022
Boisset;15;15021;87645184;15600;2.2497669;44.786038; 368 ; 78 ; 13 ; 61 ; 58 ; 82 ; 120 ; 174 ;663;634;604;390;NA;NA;NA;NA;NA;NA;NA;NA;19010;NA;NA;465.237593715589;309.201198593782;117.782311156461;38.2540839653464;122.128333066123;110.516210472339;342.096920186523;20.1050876674198;259.905740665605;37.73;NA;2;2;NA;1;NA;NA;591;353;NA;601;NA;0;0;0;0;0;0;0;0;0;0;0;0;1117;1031;445;503;1133;1599;0;0;0;0;0;0
Lacapelle-Viescamp;15;15088;87645150;15150;2.2654689;44.9202424; 130 ; 87 ; 18 ; 51 ; 31 ; 9 ; 16 ; 32 ;522;512;505;286;NA;NA;NA;NA;NA;NA;NA;NA;23010;NA;NA;368.306321892482;231.780898163668;101.129943502825;35.3954802259887;57.3871015210368;67.3206434344566;303.149143532211;9.75081121580344;238.814113281377;15.62;1;2;NA;1;NA;1;529;1098;NA;1026;NA;2071;0;0;0;0;0;0;0;0;0;0;0;0;610;569;445;503;1133;1599;0;0;0;0;0;0
Laroquebrou;15;15094;87645135;15150;2.1929167;44.9641658; 3 741 ; 2 626 ; 2 638 ; 3 527 ; 3 546 ; 3 815 ; 4 322 ; 5 164 ;820;829;831;536;NA;NA;NA;NA;NA;NA;NA;NA;21600;NA;NA;654.175057387589;374.441308037615;180.102550951353;99.6311983986209;348.937724991209;316.699464961883;423.054184124231;37.3404074497346;294.574325436796;17.15;3;3;1;NA;3;4;634;646;947;NA;1217;800;0;0;0;0;0;0;0;0;0;0;0;0;1620;1933;1610;1507;1072;2365;0;0;0;0;0;0
Le Lioran;15;15101;87645473;15300;2.7533365;45.0905458; 11 384 ; 9 536 ; 6 284 ; 16 717 ; 22 312 ; 23 083 ; 29 538 ; 25 580 ;527;517;552;313;NA;NA;NA;NA;NA;NA;NA;NA;22280;NA;NA;1399.26952560503;233.910781210407;1092.7130044843;72.6457399103138;295.36218253989;353.185741744648;339.925977625921;11.0617103843928;271.455559044489;34.93;15;33;25;25;31;8;2188;2182;2413;2120;2552;2985;0;0;0;0;0;0;0;0;0;0;0;0;4048;3348;2139;2910;3968;1228;0;0;0;0;0;0
Massiac - Blesle;15;15119;87734871;15500;3.1965518;45.2537695; 35 514 ; 32 339 ; 24 066 ; 30 084 ; 29 593 ; 31 636 ; 30 153 ; 36 218 ;1869;1797;1764;1 158;273;82;133;204;220;178;n.c.;n.c.;20710;NA;NA;1221;861;162;198;809.453695432821;876.529414639595;969;83;758;34.78;8;13;7;11;14;6;1071;927;1204;1124;451;323;0;0;0;0;0;0;0;0;0;0;0;0;3195;2614;2236;2280;3182;1594;726;643;676;279;726;483
Maurs;15;15122;87645168;15400;2.1995656;44.7061543; 10 054 ; 7 095 ; 3 962 ; 7 724 ; 11 296 ; 12 471 ; 11 859 ; 12 099 ;2168;2111;2165;1 329;352;103;134;241;232;192;59;16;20320;NA;NA;1411;1036;202;173;889.398690360758;940.437983310753;1098;60;805;30.84;4;10;10;7;17;2;1186;904;1203;1212;1278;1853;0;0;0;0;0;0;0;0;0;0;0;0;2298;2085;336;503;1052;1599;0;0;0;0;0;0
Murat;15;15138;87645481;15300;2.8696045;45.1091483; 13 720 ; 16 795 ; 11 931 ; 13 215 ; 16 401 ; 18 840 ; 18 669 ; 21 430 ;1913;1845;2015;1 160;262;90;124;216;212;182;57;17;21090;NA;NA;1328.44413591705;902.185883855961;208.692298990452;217.565953070633;1194.47724833991;1331.75401143732;1014.24178117804;47.7642205489998;737.591467528904;20.26;2;10;8;8;9;3;478;759;509;1110;1099;550;0;0;0;0;0;0;0;0;0;0;0;0;4077;3375;2163;2932;3970;1228;0;0;0;0;0;0
Neussargues;15;15141;87645507;15170;2.9791866;45.1253044; 32 038 ; 29 274 ; 19 089 ; 23 995 ; 22 999 ; 27 451 ; 25 844 ; 24 880 ;1765;1804;1889;1 086;269;87;117;210;177;170;n.c.;n.c.;21330;NA;NA;1373.17877359329;855.879530191128;323.191105762878;194.108137639285;491.4532313445;537.461410582925;1054.1256763193;75.076569103827;770.704718814635;91.98;1;6;6;10;8;2;864;1161;609;855;1266;589;0;0;0;0;0;0;0;0;0;0;0;0;3654;3008;2160;2611;3568;1335;706;583;594;275;431;455
Saint-Flour - Chaudes-Aigues;15;15187;87783175;15100;3.1062862;45.0350122; 24 527 ; 20 499 ; 16 395 ; 20 316 ; 21 879 ; 23 882 ; 24 011 ; 31 195 ;6992;6458;6626;3 962;975;279;430;743;711;564;206;54;20830;42;13;4047.90677880725;3154.01275770526;224.986869871043;668.907151230947;5251.76127798037;5111.79701266716;3843.75249298932;338.784371893535;2888.9528724379;27.14;25;43;37;35;25;14;1252;1555;1253;1294;1373;1232;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;687;525;521;101;137;431
Vic-sur-Cère;15;15258;87645440;15800;2.6316644;44.975877; 8 812 ; 10 643 ; 6 865 ; 9 244 ; 10 451 ; 11 805 ; 11 997 ; 12 489 ;1899;1838;1964;1 173;275;85;127;204;212;186;n.c.;n.c.;20820;NA;NA;1454.98109628789;852.052435199808;369.407042770163;233.521618317923;813.512687463752;843.728315674127;999.208083440902;64.2932396908858;791.17078257881;29.37;11;5;13;11;5;3;1130;1023;850;1189;1484;2108;0;0;0;0;0;0;0;0;0;0;0;0;4049;3349;2139;2908;3967;1228;0;0;0;0;0;0
Ytrac;15;15267;87645101;15130;2.3644474;44.9106891; 139 ; 37 ; 17 ; 49 ; 26 ; 25 ; 34 ; 2 ;4436;4335;4063;2 365;350;92;168;358;482;599;277;39;23680;55;5;1949.41121490841;1753.69261619215;57.2581006882683;138.460498027994;710.284721631956;554.88742827672;2640.33285350967;149.34339329383;2028.61320528844;38.37;14;18;18;18;15;4;1400;1618;1713;1602;1495;1933;0;0;0;0;0;0;0;0;0;0;0;0;610;569;445;503;1133;1599;0;0;0;0;0;0
Pers;15;15268;87645176;15290;2.2403887;44.887025; 655 ; 504 ; 207 ; 121 ; 57 ; 163 ; 413 ; 411 ;1293;1233;1278;743;NA;NA;NA;NA;NA;NA;NA;NA;21660;NA;NA;787.444642855521;552.836951666524;173.449275964515;61.1584152244821;396.605094722768;386.713854975479;649.987594943605;44.6380951967145;477.725011399315;24.28;2;6;7;5;2;2;637;826;900;1292;1089;716;0;0;0;0;0;0;0;0;0;0;0;0;871;807;445;503;1133;1599;0;0;0;0;0;0
Le Rouget;15;15268;87645192;15290;2.2355043;44.8565391; 6 750 ; 6 491 ; 3 554 ; 6 155 ; 9 298 ; 11 043 ; 12 407 ; 14 420 ;1293;1233;1278;743;NA;NA;NA;NA;NA;NA;NA;NA;21660;NA;NA;787.444642855521;552.836951666524;173.449275964515;61.1584152244821;396.605094722768;386.713854975479;649.987594943605;44.6380951967145;477.725011399315;24.28;2;6;7;5;2;2;637;826;900;1292;1089;716;0;0;0;0;0;0;0;0;0;0;0;0;2296;2052;445;503;1133;1599;0;0;0;0;0;0
Angoulême;16;16015;87583005;16000;0.164608;45.653572; 2 198 301 ; 1 516 910 ; 1 111 740 ; 1 826 364 ; 1 712 440 ; 1 835 079 ; 1 688 713 ; 1 717 696 ;43079;41603;41970;27 429;9 322;1 576;2 391;4 489;4 396;3 260;1 632;363;19640;42;23;26287.7701891663;22772.2802833083;599.031322258838;2916.45858359922;28834.3947980736;27313.5587482032;27020.9898372156;4342.83025026384;19571.9123726106;21.85;205;406;431;443;359;148;1225;1304;1292;1438;1615;1781;0;0;0;0;0;0;10523;9639;9762;6934;8383;9705;8272;6622;6463;4489;5340;6673;412;353;156;0;0;2
Chalais;16;16073;87583690;16210;0.0435966;45.2708327; 31 156 ; 22 195 ; 16 085 ; 22 302 ; 16 505 ; 16 052 ; 14 990 ; 17 180 ;1816;1776;1797;1 267;523;103;101;186;184;137;n.c.;n.c.;18120;NA;NA;1225;865;129;231;912.187075484574;928.240449448596;875;114;590;17.58;4;8;12;9;8;2;837;1004;875;699;700;1309;0;0;0;0;0;0;0;0;0;0;0;0;3183;2698;2749;2063;2898;2796;0;0;0;0;0;0
Châteauneuf-sur-Charente;16;16090;87491506;16120;-0.0502;45.599836; 48 173 ; 31 666 ; 36 591 ; 56 387 ; 48 544 ; 51 176 ; 48 921 ; 47 548 ;3603;3537;3429;2 205;495;142;244;422;384;359;125;34;21410;40;13;1877.48648155922;1605.10685728824;56.4935517006466;215.886072570328;1337.74754933169;1382.95262508481;2027.00861404801;215.988062474659;1548.3933002697;24.02;11;19;19;22;21;11;741;737;1090;866;1121;1100;0;0;0;0;0;0;0;0;0;0;0;0;6169;5621;5789;3514;3223;6380;0;0;0;0;0;0
Cognac;16;16102;87491449;16100;-0.326112;45.684682; 158 552 ; 93 744 ; 85 149 ; 147 237 ; 128 074 ; 150 883 ; 140 759 ; 154 573 ;19030;18670;18705;12 210;3 286;676;1 146;2 147;2 045;1 790;904;216;21420;47;17;11290.7014003829;9827.45092336496;300.595721081394;1162.65475593654;12248.2709463524;12114.3375070581;11633.347489323;1466.43126857076;8771.26505321739;15.5;99;226;255;252;186;77;1367;1229;1301;1385;1512;1604;0;0;0;0;0;0;0;0;0;0;0;0;6170;5622;5791;3171;3290;6390;0;0;0;0;0;0
Jarnac;16;16153;87491472;16200;-0.1777613;45.6711292; 42 501 ; 23 390 ; 22 155 ; 39 286 ; 34 251 ; 42 313 ; 43 861 ; 43 809 ;1193;1168;1233;658;NA;NA;NA;NA;NA;NA;NA;NA;23080;NA;NA;610.096673518446;503.709478396495;30.9490022172949;75.4381929046563;227.667215496823;241.177051497268;696.208384503374;57.851126506011;552.578001453967;15.56;NA;2;2;1;1;NA;NA;1328;1363;631;677;NA;0;0;0;0;0;0;0;0;0;0;0;0;6170;5622;5789;3514;3225;6394;0;0;0;0;0;0
Luxé;16;16196;87583823;16230;0.1094107;45.8873947; 30 018 ; 23 429 ; 18 100 ; 23 325 ; 21 635 ; 27 468 ; 24 996 ; 22 633 ;728;723;732;457;NA;NA;NA;NA;NA;NA;NA;NA;19970;NA;NA;475.88395828027;341.605949981515;80.1659751037344;54.1120331950207;111.426706837546;162.16101641879;362.628702015046;37.8876910777217;263.939841205738;12.17;NA;2;NA;2;1;2;NA;992;NA;682;462;579;0;0;0;0;0;0;0;0;0;0;0;0;4373;4161;4280;3213;4470;4036;0;0;0;0;0;0
Montmoreau;16;16230;87583674;16190;0.1380013;45.3982987; 19 020 ; 13 875 ; 9 910 ; 14 114 ; 10 751 ; 9 864 ; 8 077 ; 8 848 ;2604;2564;2608;1 531;436;106;163;241;273;217;81;14;19990;35;18;1450.9553006115;1144.71917304456;157.01037024586;149.225757321077;1199.78668406994;1236.61099012357;1438.80056046028;164.266582883752;966.93257584269;64.85;5;5;14;15;11;5;1045;811;875;748;864;880;0;0;0;0;0;0;0;0;0;0;0;0;3183;2698;2749;2063;2898;2796;0;0;0;0;0;0
Ruffec;16;16292;87583849;16700;0.1902055;46.0305185; 80 719 ; 67 510 ; 53 148 ; 73 937 ; 70 610 ; 85 212 ; 89 498 ; 96 835 ;3520;3372;3489;2 408;906;182;212;377;383;254;78;16;18720;34;22;2249.45144802492;1708.41833821771;131.494132439229;409.538977367979;3232.2105076822;3375.93339423312;1847.69005007952;284.202006425412;1231.38463971365;13.37;14;31;34;32;30;28;965;909;800;914;964;1277;0;0;0;0;0;0;430;0;0;0;0;0;4373;4161;4280;3214;4470;4038;0;0;0;0;0;0
Aigrefeuille le Thou;17;17003;87485193;17290;-0.95168;46.09402; 51 200 ; 32 989 ; 24 987 ; 31 170 ; 18 670 ; 14 513 ; 266 ; -   ;4417;4143;3733;2 533;349;139;233;424;512;624;230;22;22710;53;8;1972.12371611455;1790.65282745265;51.4167517875382;130.054136874361;1765.91057806982;1614.79911878318;2408.83314897904;172.028523847594;1842.09655088342;16.76;20;36;48;53;40;7;1879;2037;1867;2347;2554;3132;0;0;0;0;0;0;0;0;0;0;0;0;3620;3301;3990;3553;4249;4515;0;0;0;0;0;0
Angoulins sur Mer;17;17010;87485102;17690;-1.1154503;46.108057; 14 777 ; 10 878 ; 7 140 ; 11 349 ; 9 187 ; 16 213 ; 15 996 ; 14 955 ;4163;4050;3795;2 414;352;110;200;310;457;535;379;71;26490;60;8;2309;1924;234;151;1602.2623010463;1500.4994200195;2262;194;1645;7.86;31;49;47;51;27;7;3013;2750;3125;3371;3136;4167;0;0;0;0;0;0;0;0;0;0;0;0;5732;5082;5202;4298;6422;6907;0;0;0;0;0;0
Aytré Plage;17;17028;87437806;17440;-1.1280462;46.1273815; 13 419 ; 9 707 ; 7 205 ; 11 310 ; 9 352 ; 11 792 ; 12 485 ; 13 118 ;9545;9247;8844;6 275;1 215;357;598;1 240;1 241;1 059;500;65;22070;50;11;5524.87441208859;4833.10996106557;199.045431662284;492.719019360735;6188.99413975966;6721.69429444092;5778.70951574775;696.405204838034;4267.77510120879;12.22;56;91;89;84;53;17;2737;2649;2840;3179;3409;3904;0;0;0;0;0;0;0;0;0;0;0;0;5732;5082;5202;4298;6422;6907;0;0;0;0;0;0
Bords;17;17053;87491019;17430;-0.7985436;45.8944625; 14 598 ; 9 594 ; 5 494 ; 8 135 ; 6 178 ; 7 084 ; 7 378 ; 9 671 ;1343;1322;1321;793;NA;NA;NA;NA;NA;NA;NA;NA;20620;NA;NA;690;583;46;61;284.969181791852;285.337608223897;799;93;613;15.47;4;7;6;10;7;NA;1427;1491;1493;1632;1633;NA;0;0;0;0;0;0;0;0;0;0;0;0;2107;2033;2085;2803;3918;3718;0;0;0;0;0;0
Bussac-Forêt;17;17074;87491191;17100;-0.3682457;45.211928; 3 818 ; 3 217 ; 2 216 ; 2 918 ; 3 155 ; 3 470 ; 2 421 ; 2 949 ;1085;1053;1001;608;NA;NA;NA;NA;NA;NA;NA;NA;20210;NA;NA;499.878781286788;439.518059843902;11.0661322645291;49.2945891783569;323.517404501749;339.870219191818;658.328314305507;75.5198968981874;485.215607838872;34.78;2;4;3;1;NA;NA;802;1468;1214;780;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1053;949;997;345;249;489;0;0;0;0;0;0
Châtelaillon-Plage;17;17094;87485110;17340;-1.0908909;46.0783303; 123 934 ; 88 489 ; 56 464 ; 85 288 ; 68 306 ; 87 581 ; 78 511 ; 81 090 ;6118;5900;5927;4 118;678;199;308;591;733;889;589;131;25540;57;9;5238.11397564686;3025.4402530891;1870.07925704034;342.594465517418;1776.73078831825;1754.13771878245;3029.50918988666;333.982568289298;2150.48591878532;6.59;65;114;131;113;80;24;3529;3486;3714;3938;4261;4780;0;0;0;0;0;0;0;0;0;0;0;0;9267;8410;9199;6962;10054;9800;456;0;0;0;0;0
Clion sur Seugne;17;17111;87491134;17240;-0.502092;45.4783225;#N/A; -   ; -   ; 17 ; 19 ; 11 ; 10 ; 42 ;840;820;834;517;NA;NA;NA;NA;NA;NA;NA;NA;20070;NA;NA;475.159975512132;376.756673107157;30.4340110530852;67.9692913518903;105.958713621024;104.451512779224;491.135692351968;55.2862262867818;371.994919128535;15.84;3;3;2;3;1;NA;1374;1300;1061;1031;1451;NA;0;0;0;0;0;0;0;0;0;0;0;0;471;436;458;0;0;0;0;0;0;0;0;0
Fontaines-d'Ozillac;17;17163;87491159;17500;-0.3836092;45.3872162;#N/A; -   ; -   ; 89 ; 93 ; 82 ; 61 ; 80 ;521;514;529;282;NA;NA;NA;NA;NA;NA;NA;NA;20740;NA;NA;263.290351458976;212.238747553816;12.5220915239073;38.5295123812531;49.3092668354625;85.8393833489319;321.87866927593;21.1232876712329;243.420743639922;13.87;NA;1;NA;NA;1;NA;NA;303;NA;NA;71;NA;0;0;0;0;0;0;0;0;0;0;0;0;1007;655;686;0;0;0;0;0;0;0;0;0
La Jarrie;17;17194;87485185;17220;-1.02347;46.12045; 27 766 ; 17 939 ; 13 853 ; 18 035 ; 9 346 ; 6 372 ; 119 ; -   ;3446;3336;3013;1 882;247;66;133;286;377;477;272;24;24060;57;6;1571.46569496318;1439.89320676359;33.1442145846309;98.4282736149645;493.369678864936;558.153540155545;2022.77781073865;137.556808068822;1578.43963215663;9.45;24;49;42;40;29;11;2258;2294;2662;2407;2983;3272;0;0;0;0;0;0;0;0;0;0;0;0;3620;3301;3990;3553;4249;4515;0;0;0;0;0;0
Jonzac;17;17197;87491142;17500;-0.44164;45.4387456; 127 059 ; 94 337 ; 63 126 ; 115 737 ; 99 371 ; 103 420 ; 97 593 ; 103 847 ;3766;3519;3465;2 451;794;169;225;401;387;313;131;31;19800;37;20;3032.96303302545;1912.6881295118;712.056649927035;408.218253586616;4208.16837544741;3992.6253721957;1940.20270827652;272.337775972498;1387.13477161753;13.09;15;35;36;24;22;NA;985;1490;1444;1536;1540;NA;0;0;0;0;0;0;0;0;0;0;0;0;3624;3357;4066;2109;3980;3972;2708;2055;1977;1060;1742;2655
Loulay;17;17211;87491290;17330;-0.5017525;46.0435165; 896 ; 1 335 ; 1 553 ; 2 337 ; 1 071 ; 613 ; 1 245 ; 984 ;765;751;817;496;NA;NA;NA;NA;NA;NA;NA;NA;20590;NA;NA;380.59399416609;322.870260996425;17.2158502435843;40.5078829260808;487.814188893634;467.025731007297;385.28256389942;32.2972149980431;279.884987829324;7.3;NA;5;2;3;3;NA;NA;956;474;1018;858;NA;0;0;0;0;0;0;0;0;0;0;0;0;1100;964;1017;769;1039;1038;0;0;0;0;0;0
Montendre;17;17240;87491183;17130;-0.3961726;45.2805457; 52 560 ; 37 979 ; 23 555 ; 45 974 ; 39 578 ; 38 497 ; 30 199 ; 35 834 ;3274;3226;3226;2 196;670;172;239;369;337;300;90;19;19360;35;20;2009.29378136139;1627.90357599015;135.519362314657;245.870843056591;1264.27363429242;1337.16215357049;1642.90922570757;198.228288633483;1143.33343976186;25.06;12;18;24;25;24;NA;957;780;1099;1406;1050;NA;0;0;0;0;0;0;0;0;0;0;0;0;3626;3359;4068;2109;3981;3972;552;0;0;0;0;0
Pons;17;17283;87491100;17800;-0.5389124;45.5780767; 41 789 ; 30 228 ; 16 113 ; 30 263 ; 25 663 ; 25 210 ; 18 810 ; 26 179 ;4456;4203;4116;2 847;735;195;326;576;490;380;123;22;20190;35;16;2647.54538535136;2163.96672306459;118.862822452839;364.715839833924;2678.04824421592;2929.07201977159;2399.53883438316;320.683841275745;1730.41869317815;27.63;13;29;32;23;19;3;1206;1154;1138;1241;1136;1564;0;0;0;0;0;0;0;0;0;0;0;0;3624;3357;4066;2110;3980;3972;552;0;0;0;0;0
Rochefort;17;17299;87485144;17300;-0.963556;45.947189; 594 889 ; 434 388 ; 302 047 ; 493 168 ; 400 533 ; 441 775 ; 392 386 ; 413 934 ;24042;23584;24761;16 321;4 797;1 053;1 592;2 829;2 854;2 143;914;139;19850;40;19;15584.2598706637;12634.0258390577;1540.59897300811;1409.63505859788;17088.7925874864;16676.6699557842;14260.5398198946;2184.95106182427;10338.1850985478;21.95;217;413;436;357;302;91;1694;1702;1818;2038;2179;2413;0;0;0;0;0;0;0;0;0;0;0;0;6975;6395;7139;5905;8452;8098;2708;2057;1979;1057;1744;2670
La Rochelle Porte Dauphine;17;17300;87437798;17000;-1.1518412;46.16755; 75 548 ; 66 235 ; 54 398 ; 71 943 ; 69 109 ; 92 158 ; 81 938 ; 84 310 ;79323;77205;74344;50 942;13 643;3 012;4 522;8 238;8 658;7 326;4 409;1 134;21500;48;17;53376.2917084616;43339.9239562853;6460.04817103944;3576.31958113689;47153.6162347681;43988.311191456;48990.057812843;6258.55463802092;32759.9514502779;28.43;686;1280;1349;1045;727;219;3333;3438;3718;4047;4491;5167;0;0;0;0;0;0;0;0;0;0;0;0;2860;2541;2602;2044;2878;2501;0;0;0;0;0;0
La Rochelle;17;17300;87485003;17000;-1.145305;46.15269; 2 692 269 ; 2 059 413 ; 1 490 951 ; 2 235 983 ; 1 984 267 ; 2 068 356 ; 1 771 473 ; 1 886 734 ;79323;77205;74344;50 942;13 643;3 012;4 522;8 238;8 658;7 326;4 409;1 134;21500;48;17;53376.2917084616;43339.9239562853;6460.04817103944;3576.31958113689;47153.6162347681;43988.311191456;48990.057812843;6258.55463802092;32759.9514502779;28.43;686;1280;1349;1045;727;219;3333;3438;3718;4047;4491;5167;0;0;0;0;0;0;2650;2467;2435;1898;2137;2462;10304;9458;9965;7692;10686;10554;2431;2057;1997;550;1324;2673
Royan;17;17306;87491803;17200;-1.016703;45.625886; 277 670 ; 211 716 ; 158 081 ; 230 667 ; 182 523 ; 223 983 ; 225 274 ; 238 199 ;19174;18419;18138;15 268;3 294;957;1 321;2 566;2 786;2 809;1 266;269;22690;50;14;20837.4256311087;10983.81454563;9127.37470387129;726.236381607428;9708.28904931695;9824.18284078793;8345.54650607119;1129.58158490152;5921.03341318682;19.3;200;407;440;442;372;105;2664;2724;2921;2969;3323;3487;0;0;0;0;0;0;0;0;0;0;0;0;2802;2085;3048;1435;2925;2848;0;0;0;0;0;0
Saint-Aigulin - La Roche-Chalais;17;17309;87584540;17360;-0.0189768;45.1573163; 26 956 ; 21 355 ; 16 612 ; 21 510 ; 13 155 ; 10 372 ; 10 736 ; 11 140 ;1927;1895;1901;1 249;336;85;157;239;204;182;n.c.;n.c.;19440;NA;NA;1177.42221109102;948.002119766815;34.4622454778843;194.957845846317;399.937705191757;441.43051646051;1019.30312665607;108.457869634341;748.15845257022;28.36;2;8;11;4;7;3;644;820;1000;753;1199;1250;0;0;0;0;0;0;0;0;0;0;0;0;3183;2698;2749;2062;2898;2796;0;0;0;0;0;0
Saint-Hilaire - Brizambourg;17;17344;87491324;17500;-0.5347155;45.85007; 1 160 ; 555 ; 201 ; 376 ; 306 ; 316 ; 519 ; 378 ;1354;1319;1282;758;NA;NA;NA;NA;NA;NA;NA;NA;20850;NA;NA;718.511482443317;588.530004137709;49.4449208254733;80.5365574801353;439.125836108636;417.996107649116;789.954487902664;72.7035516098864;590.426531982573;25.08;2;8;7;8;9;NA;1587;1303;1293;1407;1285;NA;0;0;0;0;0;0;0;0;0;0;0;0;600;746;793;608;832;900;0;0;0;0;0;0
Saint-Jean-d'Angély;17;17347;87491357;17400;-0.5097829;45.9407739; 39 126 ; 33 939 ; 27 563 ; 39 979 ; 35 005 ; 41 399 ; 48 960 ; 51 363 ;7172;6796;7295;4 831;1 523;339;465;832;780;623;237;32;19560;37;22;4719;3596;104;1019;5101.37784095995;5071.83544760411;3628;534;2529;18.78;36;95;98;88;47;2;1044;934;1014;1148;1167;1199;0;0;0;0;0;0;0;0;0;0;0;0;3528;3231;3114;2195;3401;3236;0;0;0;0;0;0
Saint-Laurent-de-la-Prée - Fouras;17;17353;87485136;17450;-1.0274305;45.9930002; 39 829 ; 25 188 ; 22 090 ; 33 925 ; 27 653 ; 37 600 ; 32 003 ; 31 888 ;2326;2214;1980;1 307;226;47;91;201;238;319;165;20;23890;57;NA;1186.51388300544;951.958125429679;153.36337995338;81.1923776223776;393.866415312771;345.385369589908;1335.87523486734;71.8644706891079;1016.21968566625;27.51;14;18;16;29;13;NA;1948;2023;2373;2589;2856;NA;0;0;0;0;0;0;0;0;0;0;0;0;5732;5082;5202;4298;6422;6907;0;0;0;0;0;0
Saint-Savinien;17;17397;87491035;17350;-0.6778775;45.8759277; 19 148 ; 14 360 ; 10 866 ; 22 904 ; 14 867 ; 16 260 ; 14 954 ; 14 410 ;2553;2446;2452;1 590;415;111;150;264;305;253;75;17;20530;38;15;1608.64067442251;1233.16347467942;215.89938985228;159.577809890816;955.591111728342;978.026836668426;1280.43995985741;128.599587242542;944.066718976188;47;14;25;23;17;17;NA;1161;1082;1211;1170;1623;NA;0;0;0;0;0;0;0;0;0;0;0;0;4313;4164;4834;2803;3918;3718;0;0;0;0;0;0
Beillant;17;17400;87491076;17800;-0.5265079;45.7007999; 112 ; 27 ; 55 ; 89 ; 11 ; 200 ; 205 ; 396 ;651;630;616;361;NA;NA;NA;NA;NA;NA;NA;NA;21240;NA;NA;317.361390797678;275.501567398119;19.5345842531273;22.3252391464312;94.401547924315;97.4523993192586;392.021943573668;29.6238244514107;291.300940438871;8.13;1;4;3;NA;3;NA;880;1695;1114;NA;1479;NA;0;0;0;0;0;0;0;0;0;0;0;0;488;435;437;232;251;480;0;0;0;0;0;0
Saintes;17;17415;87491001;17100;-0.61790;45.74874; 715 225 ; 495 401 ; 309 878 ; 499 544 ; 454 350 ; 521 848 ; 485 212 ; 519 863 ;26814;25287;25601;17 381;4 747;1 132;1 588;2 799;3 024;2 638;1 170;283;21320;44;16;15705.1614574112;13667.9013538164;378.510786983356;1658.7493166114;19877.7269830223;20046.3471442943;14743.387714357;1926.3575026885;10698.7737029364;45.55;161;286;321;282;184;10;1528;1612;1625;1751;1901;2213;0;0;0;0;0;0;0;0;0;0;0;0;11695;10276;11908;7692;11859;13280;2708;2056;1977;1059;1742;2660
Saujon;17;17421;87491811;17600;-0.9300187;45.6665019; 58 017 ; 41 592 ; 29 426 ; 52 649 ; 43 071 ; 55 241 ; 59 261 ; 63 819 ;7320;7180;7111;4 790;1 001;283;451;841;921;1 001;258;34;21640;45;12;4661.58784183438;3657.54292829294;649.497866606784;354.547046934652;2120.06124954395;2159.2702307735;3454.77479202695;447.018416347017;2476.5028487481;18.07;52;96;114;75;86;1;1981;2060;2041;2031;2274;1676;0;0;0;0;0;0;0;0;0;0;0;0;5574;4138;5964;3385;6043;5963;0;0;0;0;0;0
Surgères;17;17434;87485227;17700;-0.762284;46.113238; 443 664 ; 341 933 ; 257 923 ; 372 949 ; 350 762 ; 370 151 ; 332 363 ; 361 287 ;6970;6786;6647;4 330;1 074;295;425;784;771;706;243;32;20860;41;14;3737;3230;91;416;3632.30735081545;3451.2816720049;3714;466;2610;28.71;28;73;78;53;64;21;1519;1515;1450;1452;1989;2001;0;0;0;0;0;0;4299;3997;3936;3094;3517;4193;5425;5143;5314;4387;5336;5396;0;0;0;0;0;0
